article,best_available_tier,rendered_tier_before,rendered_tier_after,action,at_best_tier,source_file
ijs/content/33/4/896,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/34/1/31,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/ed90f6ad81944eb879e45d5b262e40a77cc8baa6.00014649.html
ijs/content/34/1/91,tier3-abstract,missing,tier3-abstract,abstract,yes,html/88698ac8a9766aa102f16cd917df72f305e9e0c0.00003336.html
ijs/content/34/2/188,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/34790699058770c943c621a4f539891d012bbdbc.00027511.html
ijs/content/34/2/202,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/1f528170b742bcf66a5f13e1067154e8413b6a57.00027513.html
ijs/content/34/2/211,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/696d9c82238d6a049af5ffb59e1c7955ac7b259c.00027516.html
ijs/content/34/2/216,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/f8e9853d211f8ba58f55f80c4d853a9d42fbdd1c.00027517.html
ijs/content/34/2/218,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/3a262514a078fc2b6433f82c08beb32c787b8c73.00027521.html
ijs/content/34/2/224,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/34/2/242,tier4-stub,tier4-stub,tier4-stub,stub,yes,html/58e2c692dc683aab2cc77a3a152f25c035301773.00027523.html
ijs/content/34/2/243,tier4-stub,tier4-stub,tier4-stub,stub,yes,html/8d62b6fb3c9979b18623b68eb623608ca6c1bdab.00027524.html
ijs/content/34/2/263,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/34/2/266,tier3-abstract,missing,tier3-abstract,abstract,yes,html/995efb0fadecfbae09ffbc681f5159cdbc7747da.00003337.html
ijs/content/34/2/270,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/34/2/274,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/34/3/316,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/34/3/336,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/8020b297eaf1389c1654cd5584ca96b9b42a6299.00027528.html
ijs/content/34/3/340,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/63b78aa47eeee0dd4e155ea87c12644d948bf8e5.00027529.html
ijs/content/34/3/355,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/34/4/401,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/70babe36f1fe20547b3d9f01e510b55647047617.00027530.html
ijs/content/34/4/405,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/8fc99744418895b4913e2aebfbd4eda6e3b31a01.00027531.html
ijs/content/34/4/410,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/67a6e760d10f9b5a0248a5cd5cfa81d9dea92795.00003338.html
ijs/content/34/4/439,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/34/4/463,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/34/4/487,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/34/4/492,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/bb3413f767f11d39ab3b898337b54b1f145605ea.00027533.html
ijs/content/34/4/496,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/f7b33c4b142f7278f18a06af23b32f809dcf9bb1.00003339.html
ijs/content/34/4/498,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/1528a82722713f5e6538058a13b0ce080740d543.00027538.html
ijs/content/34/4/503,tier3-abstract,tier1-full,tier3-abstract,abstract,yes,html/3ee6f6e481942173f4353d35bfbbf11b43a434cb.00003340.html
ijs/content/34/4/508,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0920479a7450f8b55086ae522d6453c68ce64d3c.00003341.html
ijs/content/35/1/1,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/1/10,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/7eaf9387bd94e7627ad7095ba1f3aa3439981ba4.00018142.pdf
ijs/content/35/1/117,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/1/5,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/35/2/131,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/6a0957a0264e52be98e734ac2e7d502acc985daa.00027543.html
ijs/content/35/2/151,tier3-abstract,missing,tier3-abstract,abstract,yes,html/0c43430b5c1496ee8abea0cb3d96cde395f9d215.00003342.html
ijs/content/35/2/164,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/2/169,tier3-abstract,missing,tier3-abstract,abstract,yes,html/7e814e914dfc2baea04d8efb5bb88ee08f2448aa.00003343.html
ijs/content/35/2/209,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/2/211,tier3-abstract,missing,tier3-abstract,abstract,yes,html/02c91582caa226abc2be788964cb21704a22cee7.00003344.html
ijs/content/35/2/221,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/2/223,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/5b361978f4d8abdf88d146b918ef1bd58a28b451.00003345.html
ijs/content/35/3/292,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/35/3/296,tier3-abstract,tier1-full,tier3-abstract,abstract,yes,html/d25bcf0e93f380662b62723abf55ea1b4a64259f.00027547.html
ijs/content/35/3/309,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/35/3/333,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/3/337,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/3/362,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/59c92d17113a1b0f9e6baf654d9b544e5e1abfb2.00018155.pdf
ijs/content/35/3/375,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/3/382,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/db2e4ce04f3bf56346684363af8baf80cd474fc4.00003346.html
ijs/content/35/3/408,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/35/4/443,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/4/478,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/74b8bf75f6bbedb3192c655d61b30cbb48ef2d19.00027551.html
ijs/content/35/4/502,tier3-abstract,missing,tier3-abstract,abstract,yes,html/76b5818af4a4ff700bd41f29d791b922b4151dee.00003347.html
ijs/content/35/4/512,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/4/522,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/4/535,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/4/538,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/35/4/539,tier4-stub,missing,tier4-stub,stub,yes,html/9c0b405067ad2c7fd637e2f742eb8ae941a1e592.00003348.html
ijs/content/36/1/114,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/36/1/38,tier3-abstract,missing,tier3-abstract,abstract,yes,html/83862a6590b7919d7478675b6edba196a040d16e.00003349.html
ijs/content/36/1/66,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/36/1/80,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/36/2/139,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/36/2/161,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/36/2/166,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/36/2/170,tier3-abstract,missing,tier3-abstract,abstract,yes,html/6cf4039ca459168df2f17d9c7a0ecd9c1dab8f83.00003350.html
ijs/content/36/2/179,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/36/2/187,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/17143f17d39b2320e9a87b06c1476bd9b5c7ccf6.00018175.pdf
ijs/content/36/2/197,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/36/2/213,tier3-abstract,missing,tier3-abstract,abstract,yes,html/63283d6c80ba4043c72db3a78a379aa776ee1228.00003351.html
ijs/content/36/2/228,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/9bb24e0cf00685139bf736aeff9b500e1626535b.00027556.html
ijs/content/36/2/246,tier3-abstract,missing,tier3-abstract,abstract,yes,html/7ab533a3c99c179bda9c02524f0e9af37643749a.00003352.html
ijs/content/36/2/317,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/c53615cc4712b541437b070d19d65e691ede8ef0.00018179.pdf
ijs/content/36/2/323,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/3bbbd0c871c7ad4aa29678a2edd5225e9e280f89.00027557.html
ijs/content/36/2/333,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/84848bfc9eafc4866fbf23a4cdffbf0f860dcf73.00027558.html
ijs/content/36/2/339,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/0bd12a8b5e5c43593ff15a28fc0246b19cf38e41.00027562.html
ijs/content/36/2/354,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/36/2/357,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/36/3/392,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/36/3/396,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/5ccd9acd490858ca9e006b15f66990a392d4933d.00003353.html
ijs/content/36/3/435,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/36/3/478,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3023b0924aa449a33c371e2c973f9a5b2dcc3d04.00003354.html
ijs/content/36/3/486,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/36/3/491,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/36/3/492,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/36/4/512,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/36/4/559,tier2-pdf,tier3-abstract,tier2-pdf(abstract+pdf),summarized-pdf,no,html/6568d5f5e09a65b773a62e6a505b330729275047.00027566.html
ijs/content/36/4/573,tier3-abstract,tier1-full,tier3-abstract,abstract,yes,html/6c87d3091f440c83f00a39c94ef3ff30c1d4b249.00003355.html
ijs/content/36/4/577,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/1/1,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/429e771f5d6dd11431545f2d62b71fe25b426a5b.00027570.html
ijs/content/37/1/19,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/37/1/27,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/4c85fd5c3bd8c6dad9a179ce0f1acb2c495fe6ba.00018194.pdf
ijs/content/37/1/4,tier4-stub,missing,tier4-stub,stub,yes,html/212b1535cce106d60a757fc5ec5ea9258901b768.00003356.html
ijs/content/37/1/43,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/37/1/52,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/1/62,tier3-abstract,missing,tier3-abstract,abstract,yes,html/c3d4b78a29970f17c5d798f726af50cd429f51db.00003357.html
ijs/content/37/1/68,tier4-stub,tier4-stub,tier4-stub,stub,yes,html/4a7db4ca4ae90f828b2a688c077b0014d08c8338.00027571.html
ijs/content/37/1/69,tier2-pdf,tier3-abstract,tier2-pdf(abstract+pdf),summarized-pdf,no,html/35b21ada61e716bb5dd98e6184d9b53f5d3fd8d9.00027572.html
ijs/content/37/1/72,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/2693c81c50adf277008a27e064ff22c9600261b7.00027577.html
ijs/content/37/1/85,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/1/88,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/2/106,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/2/130,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/048ff97aa8f8664ab75f56c2ccc1caa4c95fa22d.00027579.html
ijs/content/37/2/136,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/d4ddd6ed21ce463d005b37229bdb35b3cfc25c7d.00027580.html
ijs/content/37/2/144,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/81e52d3a069e04dabbb41f0d067277f9348f4cb3.00027581.html
ijs/content/37/2/166,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/37/2/169,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/2/179,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/3/222,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/166e9430314a69b1fcf87095deea4d2913338ad3.00003358.html
ijs/content/37/3/241,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/3/245,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/9544cdcb2d247c24c4695ecbbda00571c8167937.00027584.html
ijs/content/37/3/260,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/3/271,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/7a1ac6ecfb9a88e1f0f7b57328393294c9a6e21d.00003359.html
ijs/content/37/3/281,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/152f90cb95c048a731dafa417f45e8cd31c49068.00027586.html
ijs/content/37/3/284,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/7a75b48961f2a0280e700a971f39d9f83d12b4ff.00027587.html
ijs/content/37/3/287,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/4/310,tier3-abstract,missing,tier3-abstract,abstract,yes,html/36ab3c4349bd124d5fe10f4dd8c2dd5778938b08.00003360.html
ijs/content/37/4/342,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/4/365,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/4/407,tier3-abstract,missing,tier3-abstract,abstract,yes,html/96ce8c81ba5681670770e814a91a638707bf219d.00003361.html
ijs/content/37/4/442,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/4/458,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/37/4/463,tier4-stub,tier4-stub,tier4-stub,stub,yes,html/cc527200044ee73ae84a94502cda958c68468f92.00027591.html
ijs/content/37/4/465,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/666ff327c7940e8ce21aa9a4d7b0b7bbac64a93f.00003362.html
ijs/content/37/4/469,tier4-stub,tier4-stub,tier4-stub,stub,yes,html/a51628d160e2f3dd5c15073c9eff608eb8fd4a08.00027597.html
ijs/content/37/4/474,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/1/1,tier3-abstract,missing,tier3-abstract,abstract,yes,html/adfff90a92b5e279d057ce0b7a4b645d8f6f630f.00003363.html
ijs/content/38/1/103,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/1/108,tier3-abstract,missing,tier3-abstract,abstract,yes,html/1be9be6b08d2d7dd8b7de503871921c221aadd8b.00003364.html
ijs/content/38/1/116,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/a7a9af320f13a46dad0fbc25155022a7481a6c71.00027599.html
ijs/content/38/1/132,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/1/136,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/d14627177939a638bf3d498451d13ca3d84ae0cb.00003365.html
ijs/content/38/1/25,tier2-pdf,tier3-abstract,tier2-pdf(abstract+pdf),summarized-pdf,no,html/e48a7302d649c4f2afd2d5f913476c1828ca4f70.00027604.html
ijs/content/38/1/30,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/918ec9cba7279332bf805733b04846ecd3d6f062.00027605.html
ijs/content/38/1/37,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/c261fee11e17a71cabde28d48bd184009a49f2a9.00027606.html
ijs/content/38/1/49,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/eb677b917c6024db6493a3588d57c270df215803.00027607.pdf
ijs/content/38/1/63,tier3-abstract,missing,tier3-abstract,abstract,yes,html/b1f91727402abad0eace80d7a8f8be64227721a7.00003366.html
ijs/content/38/1/77,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/1/89,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/2/168,tier3-abstract,missing,tier3-abstract,abstract,yes,html/e324851fca717491825ff4feb0fd203147328b6a.00003367.html
ijs/content/38/2/209,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/2/212,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/79c90e5d86f94a58d979d64c542bf58233a84643.00027610.html
ijs/content/38/2/220,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/2/223,tier4-stub,tier4-stub,tier4-stub,stub,yes,html/1ac74dcc4e7268a40a56c1005b4ac37299e6251e.00027612.html
ijs/content/38/3/269,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/3/287,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/3/319,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/3/321,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/006168029fed5c442906099c0c0c878d7853f233.00003368.html
ijs/content/38/3/326,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/2ed004057c9fbed0ce76a4b607a9927e9e951243.00018238.pdf
ijs/content/38/3/328,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/38/4/335,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/4/348,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/4/354,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/4/358,tier3-abstract,missing,tier3-abstract,abstract,yes,html/e6067a2cfe99155e826a674d56d11c25cfdfd0cf.00014651.html
ijs/content/38/4/375,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/d85ae2aa597f5cb6df88cae092a83f94f449d4af.00027615.html
ijs/content/38/4/382,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/77d92f679f756b8103965a3dc3c09c7345673a44.00018244.pdf
ijs/content/38/4/385,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/4/406,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/38/4/424,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/61b19cbb3d6f882e6ba149f6900fa7fa6514cc05.00027616.html
ijs/content/38/4/430,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/93fc48a29d20c89f32154478b6c5ea221c639b0c.00003369.html
ijs/content/38/4/436,tier2-pdf,tier3-abstract,tier2-pdf(abstract+pdf),summarized-pdf,no,html/6322813e081d44646f37a10c43a82e3306b868da.00027619.html
ijs/content/38/4/449,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/38/4/450,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/39/1/10,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/b6bae595fd8771a0ae9be2ecdc16a3b90e555a6d.00027621.html
ijs/content/39/1/14,tier3-abstract,tier1-full,tier3-abstract,abstract,yes,html/906ce3a734168237307fcb98260dd81d76174610.00027623.html
ijs/content/39/1/23,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/c9b9bf5cefd221e13eae6f04c1bda10e09cffdfe.00027626.html
ijs/content/39/1/50,tier2-pdf,tier4-stub,tier2-pdf(pdf only),summarized-pdf,no,binary/b004bfae71febb486a7a21ffe192b2f52a740eb7.00018249.pdf
ijs/content/39/1/68,tier3-abstract,missing,tier3-abstract,abstract,yes,html/085437857f1135671b38dd1f9f77aec03c404716.00003370.html
ijs/content/39/1/7,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/39/1/88,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/39/1/91,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/39/2/105,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/39/2/135,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/18a5101271cec818f6951cc51a3fb3a4e1c8f8af.00027631.html
ijs/content/39/2/152,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/39/2/159,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/15383472cb353d2e2453814157534fc3bc3215e9.00003371.html
ijs/content/39/2/205,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/39/2/210,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/39/3/213,tier3-abstract,missing,tier3-abstract,abstract,yes,html/e67adce6843a2c8584f4232d3df932016c64c220.00003372.html
ijs/content/39/3/224,tier3-abstract,tier4-stub,tier3-abstract,abstract,yes,html/88e486b85c49178a8086cd3266ebcd979ec74f5f.00014653.html
ijs/content/39/3/240,tier3-abstract,missing,tier3-abstract,abstract,yes,html/69e620f1965a2ecfe652d8fbab7624cfb5c6ee5f.00003373.html
ijs/content/39/3/309,tier2-pdf,missing,tier2-pdf(pdf only),summarized-pdf,no,binary/6e9ec697322dda6685401b04e1ee668b6bdcfa05.00018261.pdf
ijs/content/39/3/337,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/39/3/346,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/39/3/359,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/708aa6a0bb391159c1576a00b422fe4f268bb572.00027636.html
ijs/content/39/3/361,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/de31d08b3ca1c84fc69277a7527919e547d2bb18.00027638.html
ijs/content/39/3/365,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/8867c2ae5be8054121cfea7a2dcdbd3438a4c321.00027641.html
ijs/content/39/3/371,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/d0d1ca3b889bdd8e01b4bdeacb388e10fc5c4327.00003374.html
ijs/content/39/4/387,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/39/4/397,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/afd9bbd52b92f24d2d933f56bf862069d2beb735.00003375.html
ijs/content/39/4/430,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/39/4/495,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/39/4/502,tier4-stub,tier4-stub,tier4-stub,stub,yes,
ijs/content/4/1/1,tier4-stub,tier4-stub,tier4-stub,stub,yes,html/47bf6fe9cf17ec97241cb44acbbc120924caedec.00027676.html
ijs/content/4/1/47,tier4-stub,tier4-stub,tier4-stub,stub,yes,html/1460b983d323a818f8a44c5760a923800f21d86d.00027695.html
ijs/content/40/1/1,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/40/1/100,tier3-abstract,missing,tier3-abstract,abstract,yes,html/6be63a38016b79c38ab76a4330fca936b1b4120a.00003376.html
ijs/content/40/1/103,tier4-stub,missing,tier4-stub,stub,yes,
ijs/content/40/1/105,tier3-abstract,missing,tier3-abstract,abstract,yes,html/655d92c6e2be45ce6981f76845efaa8e766b34e5.00003377.html
ijs/content/40/1/107,tier3-abstract,missing,tier3-abstract,abstract,yes,html/a9469a788f1a9569c6c42e2cb08f021dd9da8eb6.00003378.html
ijs/content/40/1/12,tier3-abstract,missing,tier3-abstract,abstract,yes,html/3083d4775705667f1b133dc27b47b683bc179a03.00003379.html
ijs/content/40/1/19,tier3-abstract,missing,tier3-abstract,abstract,yes,html/52aeab4b9e3ff62c8657f2f79856b6af585a563c.00003380.html
ijs/content/40/1/28,tier3-abstract,missing,tier3-abstract,abstract,yes,html/92a4c2f254b9a4020d6f18fc50f40f564cc9da51.00003381.html
ijs/content/40/1/34,tier3-abstract,tier3-abstract,tier3-abstract,abstract,yes,html/0a27e8acae63ecee654839b4502136eb5f03e440.00027649.html
ijs/content/40/1/40,tier3-abstract,missing,tier3-abstract,abstract,yes,html/5d1ac07879e6bfdca3d1a106ca8a14ae9d541330.00003382.html
ijs/content/40/1/45,tier3-abstract,missing,tier3-abstract,abstract,yes,html/5be27452555b52a56bffa7985c8302d2d341f309.00003383.html
